tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,estimasi_sisa_nabung,user_segment,frekuensi_bulanan,frekuensi_mingguan,frekuensi_harian,frekuensi_nabung
2020-11-10,beli game steam/ps,13.235693848424024,11.982935344196433,12.793862088206213,12.206077645517674,2,0,5,3,1,5
2021-11-03,beli motor bekas,15.936573894238999,12.345838935721968,14.425276673063282,15.687312888712007,29,1,6,1,1,35
2021-10-26,dp motor baru,15.04807111068727,12.04355959836804,14.930652476452392,12.847929163278053,3,1,6,2,1,19
2022-06-22,modal nikah/tunangan,17.634760185184327,12.506180941677357,16.357112630168974,17.30807097606328,122,2,7,2,1,164
2020-09-27,dana darurat,15.024471202308668,10.308985993422082,13.500801182986649,14.778685257416596,88,1,5,2,1,23
2021-08-18,bayar kosan tahunan,16.397997611676924,10.819798284210286,15.184150238298338,16.04552506565036,186,2,8,1,1,62
2020-07-26,beli laptop skripsi,15.698024542667783,13.997832948091215,14.53821702620254,15.321807933208326,4,1,8,3,1,23
2024-07-10,modal nikah/tunangan,18.39546550506666,10.308985993422082,16.827116229887153,18.16178048588108,2573,2,14,4,1,318
2020-12-05,bayar kosan tahunan,15.919644834185693,12.388398368982115,15.281078330925528,15.168765323403864,17,1,9,2,1,39
2024-01-01,rakit pc gaming,16.892361928907253,11.289794413577894,16.623707767985053,15.446710157874584,64,2,11,3,1,81
2020-10-03,nabung bayar utang/pinjol,15.248211530561777,12.345838935721968,14.969242461310827,13.83531416565213,5,1,6,2,1,14
2020-10-19,beli action figure/gunpla,14.686804342317648,11.407576060361786,13.353476685668044,14.38082493519599,20,1,9,2,1,16
2022-02-12,staycation bareng temen,13.732130035981154,10.596659732783579,13.732130035981154,0.0,0,0,2,1,1,10
2020-12-19,nabung bayar utang/pinjol,15.079637567595793,12.388398368982115,13.1421679654829,14.9240735075185,13,1,7,1,1,7
2022-08-04,modal nikah/tunangan,17.014591796303968,13.122365377402328,16.528216636959677,16.060466644053882,19,2,7,2,2,86
2021-06-26,tiket konser k-pop/lokal,14.735793709514262,9.90353755128617,13.444448325847754,14.414347608503377,91,1,7,2,1,15
2021-02-27,nabung bayar utang/pinjol,15.42094064980403,18.420680743952367,14.425276673063282,14.959733676355723,1,1,4,1,1,20
2020-07-17,modal nikah/tunangan,16.546626097144056,11.002116507732017,15.818341132225028,15.887423959167895,133,2,10,3,1,61
2020-05-15,beli kipas angin/ac portable,13.47302165746721,13.304686600863562,13.47302165746721,0.0,0,0,4,2,1,4
2024-02-20,modal nikah/tunangan,17.305329161786364,10.819798284210286,16.971659595513607,16.04552506565036,186,2,5,3,1,116
2022-05-13,beli ipad/tablet nugas,15.483217567201578,10.308985993422082,14.639686439527019,14.920767720476825,101,1,8,2,1,26
2022-03-22,kursus bootcamp it/data science,15.06541258071152,10.596659732783579,14.100690252077353,14.585619242623203,54,1,8,2,1,14
2024-06-13,modal nikah/tunangan,18.34811006187022,11.51293546492023,17.484442399772213,17.80059815284024,538,2,14,4,2,294
2024-04-12,modal nikah/tunangan,17.634760185184327,12.468440756144114,17.291506180632638,16.398753184001833,51,2,6,2,1,164
2024-01-29,modal nikah/tunangan,18.34811006187022,12.154784614286667,17.804124184079512,17.479584918787122,206,2,13,3,1,294
2022-02-24,beli helm fullface/cargloss,13.972515161474428,10.819798284210286,13.081543466215237,13.444448325847754,14,1,4,1,1,12
2024-01-06,modal nikah/tunangan,18.112523831920345,11.156264806643742,17.965762767885114,16.121091259639012,144,2,14,3,1,245
2022-02-25,beli motor bekas,15.936573894238999,12.345838935721968,15.814284332078001,13.774689605110144,5,1,4,1,1,35
2022-11-03,modal nikah/tunangan,17.634760185184327,11.002116507732017,16.965250686860877,16.917403072310684,371,2,5,1,1,164
2020-01-08,beli kamera analog/mirrorless,15.881106819564762,11.156264806643742,12.793862088206213,15.834405732578192,108,1,8,2,1,38
2021-07-06,servis turun mesin,13.753636218075409,11.695255355062795,12.994532278619134,13.122365377402328,5,0,7,2,1,7
2022-06-26,liburan ke bali/jogja,15.615568995296266,11.002116507732017,15.55947953818114,12.706850963741102,6,1,4,2,1,31
2022-01-15,monitor external,14.187074804051692,11.289794413577894,13.429849547739444,13.554147092530322,10,1,5,1,1,10
2021-01-27,kado ultah pacar,13.122365377402328,9.210440366976517,12.611541086966115,12.206077645517674,20,0,7,2,1,7
2021-09-17,beli ipad/tablet nugas,16.066802461833923,11.51293546492023,16.00828089655825,13.199326270390594,6,1,5,3,1,41
2022-05-29,modal usaha thrift/f&b,15.981129910564055,11.156264806643742,15.716124581581232,14.523546843628687,29,1,7,2,1,30
2020-12-19,kursus bootcamp it/data science,15.540061455751983,10.819798284210286,15.206792709351392,14.279245203127035,32,1,6,2,1,15
2024-01-30,rakit pc gaming,16.892361928907253,12.506180941677357,16.781814072320756,14.635290829986122,9,2,11,2,1,81
2020-05-09,beli emas antam,15.919644834185693,10.308985993422082,11.002116507732017,15.912300860828838,272,1,10,3,1,44
2022-04-13,modal usaha thrift/f&b,16.275953820970994,11.156264806643742,14.272936037914342,16.131011974941543,145,2,5,1,1,36
2022-03-15,kursus bootcamp it/data science,14.639686439527019,11.51293546492023,14.19394767861579,13.617060838751888,9,1,8,2,1,12
2024-04-10,modal nikah/tunangan,17.634760185184327,11.918397239722838,17.283431602851127,16.41820031748273,90,2,6,2,1,164
2020-09-14,modal nikah/tunangan,16.546626097144056,11.289794413577894,16.15442767663772,15.42094064980403,63,2,6,2,1,61
2021-05-17,modal nikah/tunangan,16.556995599627253,11.156264806643742,15.171345969331382,16.269098610479368,167,2,8,2,1,62
2020-09-20,bayar ukt semester depan,14.603968372873895,11.51293546492023,14.446782866720884,12.676079399771027,4,1,5,2,1,20
2021-02-02,rakit pc gaming,17.02190890182359,11.002116507732017,16.303745080901425,16.353167852189184,211,2,7,2,1,78
2021-07-09,rakit pc gaming,16.49721685217315,14.508658238524095,15.784020678601623,15.82372472458392,4,2,10,4,1,39
2022-02-02,beli laptop skripsi,15.884901890053227,13.910821646859095,15.283385136491308,15.090873637706453,4,1,4,1,1,26
2021-06-08,rakit pc gaming,16.49721685217315,12.345838935721968,14.60850352598252,16.333207111220425,54,2,10,2,1,39
2024-11-10,modal nikah/tunangan,18.29102754710983,9.210440366976517,18.025413475668458,16.835447569019376,2049,2,12,4,1,323
2021-06-04,beli ipad/tablet nugas,16.161155236204202,11.002116507732017,15.929353647134382,14.585619242623203,36,2,7,2,1,45
2020-10-08,modal usaha thrift/f&b,16.478563462870753,11.51293546492023,15.436877238892087,16.043372212521,93,2,8,2,1,47
2021-12-21,modal usaha thrift/f&b,14.585619242623203,10.596659732783579,14.488455541410652,12.206077645517674,5,1,9,3,1,17
2021-07-23,modal nikah/tunangan,18.267296448710738,14.077875591662238,16.242964721265437,18.125638330526126,58,2,6,2,1,275
2022-02-22,traktir temen sidang/wisuda,13.664688831019712,9.90353755128617,12.25486757159303,13.384729180332174,33,0,6,2,1,7
2021-09-19,modal nikah/tunangan,16.556995599627253,18.420680743952367,16.139857240587187,15.481328992870381,1,2,6,2,1,62
2022-02-03,modal nikah/tunangan,18.2693926413719,11.002116507732017,16.986036163872956,17.944900478021868,1036,2,6,1,1,304
2020-12-20,rakit pc gaming,16.708656298144824,12.206077645517674,16.08453897084209,15.941358591790001,42,2,5,2,1,78
2021-01-02,kursus bootcamp it/data science,15.540061455751983,13.815511557963774,15.49260730578806,12.468440756144114,1,1,3,2,1,15
2020-11-05,monitor external,15.199302039492581,13.592368256649284,14.630875813726247,14.363632544508476,3,1,7,2,1,30
2020-07-20,beli laptop skripsi,15.698024542667783,10.308985993422082,13.47302165746721,15.583660332201646,196,1,8,3,1,23
2022-03-10,beli hewan qurban,15.123843647884687,10.308985993422082,14.562198979385785,14.279245203127035,53,1,5,1,1,12
2021-05-02,beli laptop skripsi,15.92451102324487,10.596659732783579,14.92736840232972,15.46416937585933,130,1,8,3,1,34
2020-05-16,beli mechanical keyboard,14.414347608503377,9.90353755128617,12.468440756144114,14.260197020251155,78,1,6,2,1,7
2024-12-18,modal nikah/tunangan,18.2693926413719,14.220976332738882,18.258985016707094,13.698977865303197,1,2,13,4,1,304
2022-04-17,liburan ke bali/jogja,15.585365362162015,11.982935344196433,14.386490669521603,15.226497775576945,26,1,5,3,1,14
2021-05-25,beli laptop skripsi,15.92451102324487,9.210440366976517,15.74267480975893,14.130322027731049,137,1,8,1,1,34
2021-07-04,liburan ke bali/jogja,14.678400935052153,10.819798284210286,11.002116507732017,14.652758515398315,47,1,9,2,1,9
2020-07-12,beli ipad/tablet nugas,16.07935492659199,10.819798284210286,11.695255355062795,16.066802461833923,190,1,6,2,1,21
2020-12-08,rakit pc gaming,16.75361377164773,14.220976332738882,16.088666943254115,16.031447953283894,7,2,8,3,1,42
2022-01-27,beli ipad/tablet nugas,15.92451102324487,11.918397239722838,14.279245203127035,15.710127563007966,45,1,5,1,1,20
2022-03-22,beli ipad/tablet nugas,16.196906923804047,9.90353755128617,15.184150238298338,15.745581788127712,345,2,6,2,1,38
2025-07-08,modal nikah/tunangan,18.39546550506666,11.982935344196433,18.124025210154993,16.958800439016517,145,2,8,2,1,318
2024-01-30,modal nikah/tunangan,18.29102754710983,10.819798284210286,17.237163980852205,17.862414063062644,1145,2,16,3,2,323
2021-06-28,dana darurat,16.481348979798202,10.308985993422082,12.206077645517674,16.467343149590114,473,2,5,2,1,39
2021-06-21,bayar ukt semester depan,14.99416586199818,11.156264806643742,14.797589404908198,13.270785106659046,9,1,6,2,1,23
2020-05-07,beli parfum lokal,12.948012371209098,10.819798284210286,12.765691290604371,11.156264806643742,2,0,3,2,1,3
2022-06-05,bayar kosan tahunan,16.53219015185839,11.156264806643742,15.610597983397946,16.02488337900562,131,2,6,2,1,44
2022-02-13,beli emas antam,14.97239206922172,11.156264806643742,14.53821702620254,13.928840136128022,16,1,3,2,1,3
2021-04-17,beli sepeda lipat/fixie,14.639686439527019,12.468440756144114,13.304686600863562,14.33430494661736,7,1,6,2,1,13
2020-08-11,bayar kosan tahunan,16.398753184001833,13.815511557963774,15.784020678601623,15.620515418416021,7,2,5,2,1,67
2022-05-02,dana darurat,15.394489469099211,12.154784614286667,15.131919059716477,13.928840136128022,6,1,5,1,1,20
2022-01-25,modal nikah/tunangan,18.34811006187022,11.51293546492023,14.557448378884015,18.325270570148806,909,2,7,1,1,294
2024-05-04,modal nikah/tunangan,18.2693926413719,12.25486757159303,18.05755649071187,16.613401524004725,79,2,14,2,1,304
2021-11-23,beli hewan qurban,15.214227685996272,12.577639650232573,14.626441218624949,14.403297778421795,7,1,7,1,1,28
2022-07-19,modal nikah/tunangan,17.305329161786364,11.156264806643742,16.072051817168948,16.960955147794373,332,2,11,2,1,116
2022-03-25,nabung bayar utang/pinjol,15.308414878861498,10.819798284210286,13.946539697563276,15.012459049468003,67,1,8,2,1,20
2022-03-19,langganan gym,14.678400935052153,10.308985993422082,13.399996629152975,14.352004513273993,57,1,7,1,1,12
2020-01-14,beli raket badminton/sepatu futsal,13.785052381406869,11.849404844423074,13.785052381406869,0.0,0,0,4,1,1,4
2020-12-07,rakit pc gaming,16.86478364583966,12.577639650232573,15.843658936835498,16.41820031748273,47,2,7,2,1,74
2021-05-17,bayar ukt semester depan,15.797890524542016,12.206077645517674,15.797890524542016,0.0,0,1,3,1,1,18
2021-03-01,beli tws/earphone,14.571633007169066,9.210440366976517,14.30409118627969,13.122365377402328,50,1,6,2,1,25
2022-03-14,bayar ukt semester depan,15.452563831983857,10.308985993422082,12.25486757159303,15.41084974885861,165,1,7,3,1,11
2024-09-19,modal nikah/tunangan,17.634760185184327,12.577639650232573,17.536130922081213,15.269463801202813,15,2,6,2,1,164
2020-09-22,nabung bayar utang/pinjol,15.330638010707329,11.849404844423074,13.753636218075409,15.099218607317335,26,1,5,2,1,18
2022-03-30,nabung bayar utang/pinjol,15.308414878861498,11.289794413577894,14.014362236381235,14.987993004796314,41,1,8,1,1,20
2020-10-01,beli sepeda lipat/fixie,14.812459561859505,11.002116507732017,14.316286451937186,13.87378040948403,18,1,5,2,1,16
2022-04-06,liburan ke bali/jogja,15.615568995296266,11.918397239722838,14.841552512220423,14.997238060091309,22,1,5,1,1,31
2020-09-11,beli emas antam,15.919644834185693,10.819798284210286,15.733902824968563,14.144815024531075,28,1,6,2,1,44
2022-06-28,beli emas antam,15.456447331256177,11.407576060361786,15.42094064980403,12.100717685412471,2,1,7,3,1,29
2020-04-26,bayar kosan tahunan,16.398753184001833,14.346139397261565,15.1583756222534,16.057283617831484,6,2,8,4,1,67
2022-03-18,bayar ukt semester depan,15.18922639004183,12.577639650232573,14.767168819776032,14.122995993006082,5,1,4,2,1,17
2020-06-06,naik gunung (semeru/rinjani),14.130322027731049,12.04355959836804,14.130322027731049,0.0,0,1,2,2,1,2
2022-02-25,modal usaha thrift/f&b,15.062543139106937,11.51293546492023,14.467836264837162,14.260197020251155,16,1,7,2,1,13
2024-08-01,modal nikah/tunangan,18.39546550506666,14.151983508870947,17.109122766066015,18.07211569714734,51,2,11,3,1,318
2022-04-24,beli laptop skripsi,16.51485638568583,11.51293546492023,14.180154365996387,16.413001642959582,135,2,8,3,1,47
2021-06-08,dekor kamar estetik,12.345838935721968,10.819798284210286,10.819798284210286,12.100717685412471,4,0,2,2,1,2
2022-02-20,modal usaha thrift/f&b,15.968434992547925,11.002116507732017,15.536490024022143,14.920767720476825,51,1,5,2,1,19
2024-03-10,modal nikah/tunangan,18.29102754710983,11.51293546492023,17.32705602664604,17.810771180365126,544,2,14,4,1,323
2020-10-29,beli kasur busa/springbed,14.403297778421795,10.308985993422082,13.161586013632684,14.062371417145494,43,1,6,3,1,8
2020-04-16,bayar kosan tahunan,16.398753184001833,14.220976332738882,14.352004513273993,16.260462978975507,8,2,8,2,1,67
2021-01-08,beli ipad/tablet nugas,15.646490900602007,9.210440366976517,14.790070575320824,15.093663039015954,359,1,7,1,1,24
2021-02-12,beli action figure/gunpla,13.955273369904273,11.849404844423074,12.948012371209098,13.500801182986649,6,1,3,2,1,12
2020-09-26,beli laptop skripsi,15.698024542667783,14.077875591662238,15.22893382978139,14.715672314412528,2,1,7,2,1,23
2022-03-04,beli kasur busa/springbed,14.077875591662238,12.301387370778713,13.641158361294979,13.038983942375959,3,1,3,2,1,11
2020-12-04,beli parfum lokal,12.793862088206213,11.289794413577894,11.289794413577894,12.54254845357358,4,0,3,1,1,6
2021-07-29,tiket konser k-pop/lokal,14.735793709514262,11.002116507732017,14.173185701536545,13.8924725250259,18,1,7,1,1,15
2022-02-20,uang kondangan temen,13.038983942375959,12.301387370778713,12.676079399771027,11.849404844423074,1,0,4,1,1,4
2022-03-27,langganan gym,14.678400935052153,11.695255355062795,14.137594781770806,13.805461232211272,9,1,7,3,1,12
2021-01-12,beli ipad/tablet nugas,15.844973861243904,11.51293546492023,14.403297778421795,15.575091300945118,59,1,7,1,1,43
2021-01-09,beli kamera analog/mirrorless,15.18922639004183,11.289794413577894,14.603968372873895,14.375126917328105,22,1,6,2,1,12
2022-03-07,beli ipad/tablet nugas,16.05409042759221,9.90353755128617,9.90353755128617,16.051955955291376,468,1,5,2,1,29
2020-12-19,rakit pc gaming,16.460975954847182,11.002116507732017,16.02488337900562,15.42094064980403,83,2,7,2,1,46
2022-01-28,tiket dwp / pestapora,13.785052381406869,11.51293546492023,13.017005083966255,13.161586013632684,6,0,5,1,1,6
2022-04-23,beli kamera analog/mirrorless,15.821036551283434,9.210440366976517,15.768538316632412,12.847929163278053,38,1,6,1,1,25
2024-10-16,modal nikah/tunangan,18.39546550506666,11.156264806643742,17.87388247700468,17.495096990400025,567,2,15,5,2,318
2020-03-12,staycation bareng temen,13.235693848424024,13.081543466215237,13.235693848424024,0.0,0,0,2,1,1,2
2022-05-05,beli emas antam,15.990262393084793,12.468440756144114,15.919644834185693,13.304686600863562,3,1,9,3,1,23
2020-06-14,staycation bareng temen,13.753636218075409,9.90353755128617,11.608244735642321,13.629182184591333,42,0,7,2,1,11
2021-06-05,beli laptop skripsi,15.92451102324487,11.002116507732017,15.765697406034349,14.006131744018864,21,1,7,2,1,34
2022-03-06,beli raket badminton/sepatu futsal,13.805461232211272,12.206077645517674,12.206077645517674,13.579789490265188,4,0,6,1,1,11
2020-10-30,dp motor baru,15.830413711839864,11.289794413577894,15.516615841405933,14.51860856442677,26,1,5,1,1,39
2021-04-17,liburan ke bali/jogja,15.671808704579888,11.289794413577894,15.191754835755884,14.707509007105367,31,1,5,3,1,27
2025-05-09,modal nikah/tunangan,18.39546550506666,14.220976332738882,18.075510805750255,17.10017416082366,18,2,7,1,1,318
2022-06-04,modal nikah/tunangan,17.014591796303968,9.210440366976517,16.22245575637265,16.411511329829075,1341,2,6,2,1,86
2022-03-30,modal nikah/tunangan,18.29102754710983,11.002116507732017,16.60912670859564,18.08520802165025,1192,2,7,1,1,323
2021-07-10,kado hari ibu/ultah ortu,14.599412558413583,11.51293546492023,14.180154365996387,13.527829818844937,8,1,4,1,1,9
2021-10-11,modal nikah/tunangan,18.29102754710983,11.002116507732017,14.739769856312924,18.261919463288006,1422,2,5,2,1,323
2021-03-02,modif motor/ganti knalpot,13.76421831620775,10.308985993422082,13.161586013632684,12.971542813248437,15,0,4,3,1,8
2021-09-28,modal nikah/tunangan,18.267296448710738,10.596659732783579,16.58245846316752,18.06214694484093,1747,2,5,2,1,275
2020-07-12,servis turun mesin,14.151983508870947,10.596659732783579,12.706850963741102,13.883170141017091,27,1,7,2,1,7
2021-09-26,rakit pc gaming,16.893283587916198,13.45883704259595,16.15442767663772,16.2438469444473,17,2,9,1,1,72
2022-03-05,liburan ke bali/jogja,14.272936037914342,11.51293546492023,13.664688831019712,13.487007879880162,8,1,8,3,1,13
2021-06-23,kado hari ibu/ultah ortu,14.711598990684092,11.156264806643742,14.414347608503377,13.353476685668044,9,1,8,2,1,8
2022-11-09,modal nikah/tunangan,18.112523831920345,9.210440366976517,17.321968480286923,17.508133023263646,4015,2,6,1,1,245
2022-02-14,beli kamera analog/mirrorless,15.86706702468927,9.210440366976517,15.418930599280035,14.848695397181752,281,1,6,2,1,24
2022-03-16,liburan ke bali/jogja,15.35880888156902,11.156264806643742,14.635290829986122,14.69513772040451,35,1,8,2,1,52
2021-07-05,beli sepeda lipat/fixie,15.018483162256882,11.407576060361786,12.468440756144114,14.937188445296226,35,1,5,3,1,5
2020-01-08,modal skripsi & jilid,14.093143052138025,11.407576060361786,12.301387370778713,13.910821646859095,13,1,8,3,1,11
2022-01-17,modal skripsi & jilid,14.446782866720884,10.308985993422082,12.577639650232573,14.279245203127035,53,1,9,3,2,10
2021-04-21,beli ipad/tablet nugas,16.161155236204202,11.982935344196433,15.762848401664115,15.04807111068727,22,2,6,2,1,45
2021-10-07,dana darurat,16.481348979798202,12.154784614286667,16.269098610479368,14.827111833279051,15,2,10,2,1,39
2020-07-03,beli sepeda lipat/fixie,14.508658238524095,11.289794413577894,11.289794413577894,14.467836264837162,24,1,5,1,1,5
2021-03-07,beli tws/earphone,14.571633007169066,12.04355959836804,14.403297778421795,12.706850963741102,2,1,6,2,1,25
2024-04-23,modal nikah/tunangan,18.34811006187022,11.002116507732017,17.872845311847527,17.375988325698927,587,2,14,3,1,294
2021-07-06,kursus bootcamp it/data science,15.592156558587005,11.918397239722838,13.76421831620775,15.416916500313993,34,1,7,2,1,34
2021-01-12,upgrade hp baru,16.25959530003757,12.154784614286667,16.11709525072483,14.240778946963175,9,2,8,3,1,50
2025-06-25,modal nikah/tunangan,18.31520912212248,10.596659732783579,18.21279520733786,15.985706577067818,219,2,5,1,1,281
2021-05-07,kursus bootcamp it/data science,15.72505321099685,10.819798284210286,15.033386563317146,15.030423599064406,68,1,9,1,1,30
2021-09-13,beli ipad/tablet nugas,16.066802461833923,10.308985993422082,15.997057435448074,13.369225017834633,22,1,5,3,1,41
2022-02-19,beli kamera analog/mirrorless,15.821036551283434,18.420680743952367,15.26477995298731,14.969242461310827,1,1,8,2,2,25
2021-07-15,beli helm fullface/cargloss,13.901689171636098,11.407576060361786,13.710151153416941,12.154784614286667,3,1,5,1,1,5
2023-04-06,modal nikah/tunangan,18.39546550506666,14.077875591662238,18.38287503960176,14.014362236381235,1,2,5,2,1,318
2022-04-08,liburan ke bali/jogja,15.35880888156902,9.90353755128617,14.74767503269543,14.576316854287645,107,1,8,1,1,52
2024-04-10,modal nikah/tunangan,18.29102754710983,11.51293546492023,17.35007268086538,17.796313097457894,536,2,9,2,1,323
2020-06-02,beli laptop skripsi,16.484126759169204,11.289794413577894,14.55267510240978,16.327545956243526,155,2,8,3,1,23
2020-09-28,dana darurat,16.246488953677463,11.156264806643742,15.966109410374866,14.837961845378985,40,2,9,4,1,45
2020-12-06,beli ipad/tablet nugas,16.28276235733119,11.51293546492023,16.27680742743737,11.156264806643742,1,2,2,1,1,45
2024-04-14,modal nikah/tunangan,18.2693926413719,9.210440366976517,17.69128445145558,17.446231124401763,3774,2,18,5,2,304
2020-06-27,dana darurat,16.58308680119458,10.819798284210286,15.090873637706453,16.32835665747879,247,2,5,2,1,59
2022-02-03,ganti lcd hp,14.062371417145494,11.156264806643742,14.062371417145494,0.0,0,1,2,2,1,16
2021-03-11,upgrade hp baru,16.22963711513666,11.407576060361786,15.762848401664115,15.24342683358311,47,2,11,2,1,43
2021-04-18,liburan ke bali/jogja,15.671808704579888,11.407576060361786,15.214227685996272,14.669926311652166,27,1,5,3,1,27
2021-08-01,beli ipad/tablet nugas,16.066802461833923,12.301387370778713,15.597219859688982,15.08527138372705,17,1,8,1,1,41
2020-12-06,kado ultah pacar,13.815511557963774,11.982935344196433,13.774689605110144,10.596659732783579,1,0,2,2,1,8
2020-02-20,top up game (mlbb/genshin/valo),13.353476685668044,11.608244735642321,13.25339339419516,11.002116507732017,1,0,5,2,1,5
2024-04-11,modal nikah/tunangan,18.34811006187022,14.403297778421795,17.41665112506278,17.847270262737833,32,2,14,4,2,294
2021-07-06,dp motor baru,15.88868261241667,10.819798284210286,15.522075362617285,14.707509007105367,49,1,9,2,1,29
2020-02-05,beli motor bekas,16.36495580701484,10.596659732783579,14.498607907721096,16.196906923804047,271,2,11,1,1,53
2022-05-26,bayar kosan tahunan,16.53219015185839,11.156264806643742,15.585365362162015,16.041214714613716,133,2,8,3,1,44
2020-04-09,modal nikah/tunangan,16.546626097144056,18.420680743952367,12.506180941677357,16.528879986857078,1,2,8,2,1,61
2024-05-07,modal nikah/tunangan,18.31520912212248,12.506180941677357,17.968281264375786,17.08811674316095,98,2,12,3,1,281
2022-08-17,modal nikah/tunangan,18.34811006187022,11.002116507732017,16.708656298144824,18.13233179585511,1250,2,8,2,1,294
2022-02-07,sewa server/vps tahunan,14.621986870259695,11.51293546492023,12.73670383776449,14.45736497045232,19,1,7,2,1,7
2020-09-23,dp motor baru,15.830413711839864,10.308985993422082,15.211755497462054,15.056779436051206,116,1,7,1,1,39
2022-01-08,modal nikah/tunangan,18.29102754710983,11.289794413577894,15.758559618005021,18.208229834543953,1011,2,5,2,1,323
2021-06-09,beli motor bekas,15.860619549929702,11.002116507732017,12.154784614286667,15.835732872610125,126,1,7,2,1,27
2020-08-24,beli ipad/tablet nugas,15.337209774430955,10.596659732783579,13.399996629152975,15.181602466868654,98,1,8,4,1,33
2024-05-07,modal nikah/tunangan,18.29102754710983,11.289794413577894,17.380526053152373,17.77632374660947,657,2,17,6,1,323
2020-05-11,dana darurat,16.604833540658035,10.819798284210286,15.733902824968563,16.0625830467363,190,2,5,2,1,51
2024-12-03,modal nikah/tunangan,17.634760185184327,11.608244735642321,17.589420284224897,14.51860856442677,19,2,5,1,1,164
2020-08-17,beli sepatu sneakers/running,14.571633007169066,11.51293546492023,13.384729180332174,14.207553321415745,15,1,6,2,1,6
2022-02-07,staycation bareng temen,13.946539697563276,11.289794413577894,11.289794413577894,13.87378040948403,14,1,5,2,1,9
2022-07-08,dana darurat,15.848908292032746,10.596659732783579,15.738298435797553,13.592368256649284,20,1,3,1,1,39
2021-07-11,kursus bootcamp it/data science,15.592156558587005,11.51293546492023,13.864301674514206,15.396549201637972,49,1,7,2,1,34
2021-04-09,modif motor/ganti knalpot,14.89392047945086,13.199326270390594,14.89392047945086,0.0,0,1,3,2,1,11
2022-05-06,beli ipad/tablet nugas,15.758559618005021,10.819798284210286,14.392124484065864,15.46416937585933,104,1,9,1,1,23
2020-01-06,nabung bayar utang/pinjol,14.23422155071698,9.210440366976517,9.210440366976517,14.227620871042543,151,1,8,3,1,12
2022-02-04,ganti ban depan belakang,13.845070331079134,9.90353755128617,12.847929163278053,13.384729180332174,33,1,3,1,1,9
2022-04-23,liburan ke bali/jogja,15.35880888156902,11.289794413577894,14.830741600012107,14.467836264837162,24,1,8,4,1,52
2021-03-08,modal nikah/tunangan,16.556995599627253,11.156264806643742,12.54254845357358,16.538777790531224,218,2,6,1,1,62
2020-10-19,beli motor bekas,16.099931782163637,9.210440366976517,15.983420862048188,13.8924725250259,108,1,4,1,1,48
2020-09-23,monitor external,15.056779436051206,10.308985993422082,13.017005083966255,14.917450968950916,101,1,5,1,1,10
2020-05-22,beli emas antam,15.919644834185693,12.577639650232573,14.19394767861579,15.72357063125643,24,1,10,3,1,44
2021-01-07,beli emas antam,15.363073279446223,12.301387370778713,14.24729362374025,14.96608290201874,15,1,7,1,1,15
2024-12-12,modal nikah/tunangan,18.34811006187022,12.100717685412471,18.145058999166444,16.654004113605524,95,2,13,4,1,294
2021-01-22,tiket dwp / pestapora,14.253766134056512,12.100717685412471,14.253766134056512,0.0,0,1,4,1,1,4
2020-03-15,kado ultah pacar,14.503645699213111,12.873904582205107,14.503645699213111,0.0,0,1,2,2,1,2
2022-01-03,modal skripsi & jilid,14.446782866720884,9.90353755128617,12.100717685412471,14.346139397261565,85,1,9,2,1,10
2021-04-04,liburan ke bali/jogja,15.671808704579888,12.100717685412471,15.147876840910817,14.774861162440565,15,1,5,1,1,27
2020-05-31,sewa server/vps tahunan,13.785052381406869,10.596659732783579,13.321215875492413,12.793862088206213,9,0,8,2,1,9
2024-06-18,modal nikah/tunangan,18.112523831920345,11.002116507732017,17.650652540654736,17.11799200347903,453,2,6,2,1,245
2022-01-29,bayar ukt semester depan,15.72505321099685,11.608244735642321,15.18922639004183,14.845130332288226,26,1,7,2,1,19
2021-09-25,tas ransel eiger/consina,13.541075028051122,11.289794413577894,13.51440681653079,9.90353755128617,1,0,7,2,1,8
2020-07-16,modal skripsi & jilid,14.137594781770806,11.002116507732017,13.429849547739444,13.45883704259595,12,1,5,2,1,5
2021-10-22,upgrade ram & ssd,14.45736497045232,10.819798284210286,13.017005083966255,14.187074804051692,29,1,6,2,1,8
2025-02-23,modal nikah/tunangan,18.39546550506666,9.210440366976517,18.03516532585554,17.19990085520835,2950,2,4,1,1,318
2022-04-08,rakit pc gaming,16.666217117271472,9.90353755128617,15.732433317205148,16.166885910365842,525,2,9,2,1,68
2020-02-04,nabung bayar utang/pinjol,14.23422155071698,13.592368256649284,14.23422155071698,0.0,0,1,1,1,1,12
2021-02-23,rakit pc gaming,16.460975954847182,11.51293546492023,16.263061507713694,14.743730255960541,26,2,7,1,1,46
2021-10-25,beli hewan qurban,15.310659548211468,13.910821646859095,14.852247797524162,14.310207409556293,2,1,7,1,1,12
2020-10-29,beli emas antam,15.623799493077952,11.156264806643742,14.070153551531353,15.38620784998213,69,1,6,2,1,25
2021-11-10,langganan gym,13.805461232211272,9.90353755128617,11.51293546492023,13.698977865303197,45,0,3,1,1,3
2022-04-28,dana darurat,16.411511329829075,10.596659732783579,15.89993976553325,15.49633865270477,135,2,9,3,1,55
2022-02-22,kado hari ibu/ultah ortu,14.735793709514262,11.002116507732017,14.291745358078465,13.710151153416941,15,1,4,1,1,5
