tanggal,deskripsi_transaksi,kategori,nominal
2023-02-21,nyicil viva queen eye shadow,Belanja,35340.0
2023-01-17,checkout bonbox bfs701 rak sepatu,Belanja,67900.0
2024-02-03,pre-workout,Kesehatan,199000.0
2023-01-29,botol minum lipat silikon,Belanja,82500.0
2024-01-10,checkout kaos akademi crypto basic,Belanja,127000.0
2023-02-17,iuran sampah,Tagihan,316000.0
2023-08-19,checkout kebaya jadi bordir,Belanja,110000.0
2023-06-03,iuran keamanan,Tagihan,295000.0
2021-12-17,beli caramel milk,Konsumsi,57000.0
2023-01-31,topup roblox,Hiburan,451000.0
2024-12-28,ugreen hub 11 in,Belanja,819000.0
2021-12-12,jajan pas 8,Konsumsi,80000.0
2024-06-04,kotak amal,Lain-lain,451000.0
2023-11-18,kepiting pedas manis,Konsumsi,24000.0
2024-06-16,nyicil aksesoris imlek 2025,Belanja,31968.0
2024-11-03,langganan hbo go,Hiburan,132000.0
2023-05-17,fotocopy,Lain-lain,481000.0
2024-08-14,beli kursi lipat sholat kursi,Belanja,169000.0
2024-12-01,uang kos,Tempat Tinggal,355000.0
2020-02-18,pesen nasi ayam,Konsumsi,87000.0
2023-06-30,corong speaker masjid,Belanja,850000.0
2023-02-06,order crown star - lantai,Belanja,280000.0
2024-04-13,buku anak impor,Belanja,40000.0
2022-09-20,beli nasi dada,Konsumsi,144000.0
2023-09-13,ipl apartemen,Tempat Tinggal,984000.0
2023-08-28,checkout kebaya modern tunik,Belanja,205477.0
2021-06-01,beli creamy shroom,Konsumsi,19000.0
2023-09-04,iuran rt,Tagihan,231000.0
2023-03-31,biaya admin bank,Lain-lain,461000.0
2024-06-23,checkout maybelline superstay matte,Belanja,91000.0
2021-07-20,beli nasi + ayam,Konsumsi,25000.0
2024-04-19,nyicil hijab segiempat paris,Belanja,16999.0
2024-10-25,beli tabung oksigen 1m3 lengkap,Belanja,610000.0
2023-01-01,beli toples cereal serbaguna,Belanja,44900.0
2023-10-09,tol cipularang,Transportasi,167000.0
2022-12-08,beli mie sejati,Konsumsi,28000.0
2024-02-08,grab dari rumah temen,Transportasi,45000.0
2023-10-10,beli jam tangan wanita,Belanja,800000.0
2023-10-07,maxim ke stasiun mrt,Transportasi,225000.0
2023-02-09,checkout total electric drill/bor,Belanja,298000.0
2023-11-02,tagihan kartu kredit,Tagihan,385000.0
2023-02-19,nyicil aukey tws bluetooth,Belanja,185000.0
2023-02-20,beli done handymade polymer,Belanja,216000.0
2023-10-31,order zonakacamata - clip,Belanja,683100.0
2024-06-12,order lakuemas - emas laku,Belanja,595000.0
2022-01-19,beli hoka hemat 1,Konsumsi,58000.0
2024-11-28,checkout celana jeans oxygen,Belanja,90000.0
2023-12-06,beli miyako kipas angin,Belanja,253376.0
2019-09-16,grabfood nasi kuning telor,Konsumsi,55000.0
2024-03-26,tiket krl,Transportasi,105000.0
2023-10-24,nyicil innergie t9 universal,Belanja,899000.0
2024-05-02,konsul halodoc,Kesehatan,420000.0
2021-01-08,beli kebab original,Konsumsi,113000.0
2023-04-01,baseus charger gan5,Belanja,119000.0
2023-02-01,order bundling 2 box madu,Belanja,60260.0
2024-03-22,isi e-money,Transportasi,214000.0
2023-08-21,uang lembur,Pendapatan,73000.0
2023-06-24,cincin titanium polos bertuliskan,Belanja,4990.0
2024-02-13,jajan tahu bulat,Konsumsi,164000.0
2024-03-28,shopeefood kopi soe,Konsumsi,34000.0
2023-04-08,gofood rendang,Konsumsi,129000.0
2024-04-24,keyboard gaming meca warrior,Belanja,499000.0
2022-10-16,nasi dendeng,Konsumsi,24000.0
2023-05-09,parkir liar,Lain-lain,127000.0
2022-01-25,beli thai tea,Konsumsi,139000.0
2024-11-06,nyicil anker zolo magnetic,Belanja,509000.0
2023-09-17,rinnai kompor gas,Belanja,850700.0
2023-07-23,iuran keamanan,Tagihan,229000.0
2024-11-26,beli gitar listrik ibanez,Belanja,422000.0
2023-12-01,shopeefood teguk,Konsumsi,135000.0
2023-12-30,checkout minyak rem mitsubishi genuine,Belanja,35000.0
2023-01-08,grabfood nasi uduk super,Konsumsi,149000.0
2022-01-13,pesen full coklat lagie,Konsumsi,99000.0
2020-11-11,grabfood rocket 4,Konsumsi,104000.0
2024-02-24,nongkrong di marugame udon,Konsumsi,23000.0
2024-08-11,order rapid root plus,Belanja,21000.0
2021-08-28,pesen green thai tea,Konsumsi,121000.0
2023-09-28,beli handuk katun bambu,Belanja,109000.0
2024-03-23,nyicil daging sapi giling /,Belanja,54900.0
2024-05-14,beli kasur,Tempat Tinggal,172000.0
2023-09-13,langganan chatgpt,Hiburan,328000.0
2023-07-16,voucher game,Hiburan,474000.0
2024-01-16,beli keset kaki hotel tebal,Belanja,59999.0
2024-03-02,beli otg type-c flashdisk,Belanja,134064.0
2024-04-30,minyak kayu putih,Kesehatan,367000.0
2024-10-25,beli raket victor ryuga ii,Belanja,279000.0
2023-07-22,admin bca,Lain-lain,484000.0
2023-04-03,bli seblak seafood,Konsumsi,101000.0
2019-12-05,jajan combo 3 chicken,Konsumsi,103000.0
2023-10-20,iuran sampah,Tagihan,583000.0
2022-07-02,pesen 2 pcs,Konsumsi,41000.0
2023-01-18,sate kelinci,Konsumsi,87000.0
2023-11-13,beli nasi ayam,Konsumsi,145000.0
2024-05-30,hiasan dinding ka'bah,Belanja,75000.0
2020-04-29,pesen chicken double,Konsumsi,108000.0
2023-01-11,byr bpjs,Tagihan,240000.0
2023-09-09,beli roller beat fi -,Belanja,98000.0
2023-05-14,karaoke,Hiburan,136000.0
2022-09-15,jajan mie iblis,Konsumsi,82000.0
2024-02-10,iuran rt,Tagihan,187000.0
2023-07-06,cuci mobil,Transportasi,85000.0
2021-11-18,grabfood nasi bakar cakalang,Konsumsi,118000.0
2023-04-26,pulsa indihome,Tagihan,570000.0
2024-03-05,ojol ke tempat nongkrong,Transportasi,29000.0
2023-10-07,mikayo mesin bor,Belanja,412000.0
2023-05-28,iuran sampah,Tagihan,941000.0
2021-01-14,gofood paket geprek bensu,Konsumsi,29000.0
2023-02-20,checkout azko fosa 70x50,Belanja,238100.0
2024-02-07,perbaikan kamar mandi,Tempat Tinggal,1009000.0
2023-03-12,grabfood triple fun,Konsumsi,94000.0
2023-09-13,order olike s5h soundbar,Belanja,144000.0
2024-10-01,order snake head strawberry donuts,Belanja,106000.0
2019-12-13,jajan tahu isi,Konsumsi,90000.0
2019-10-12,pesen salad nyoo,Konsumsi,118000.0
2024-06-22,beli mainan boneka jari,Belanja,4851.0
2023-12-13,denda perpus,Lain-lain,88000.0
2023-11-27,langganan chatgpt,Hiburan,298000.0
2021-06-24,dada tulang,Konsumsi,25000.0
2023-01-23,beli jepit rambut h977 aksesoris,Belanja,11945.0
2024-04-15,ganti oli,Transportasi,209000.0
2023-11-26,buah beku daging kelapa,Belanja,22300.0
2023-04-25,order lemari pakaian sliding 2,Belanja,838000.0
2024-11-25,checkout manset outdoor manset let,Belanja,13500.0
2023-05-13,perbaikan kamar mandi,Tempat Tinggal,40000.0
2024-05-12,robot soundbar speaker tv,Belanja,289000.0
2019-08-18,rocket 7,Konsumsi,127000.0
2024-04-10,checkout shopee,Belanja,801000.0
2023-01-11,belanja di kkv,Belanja,666000.0
2021-11-25,jajan thai tea,Konsumsi,56000.0
2024-02-02,sumbangan pengamen,Lain-lain,189000.0
2024-04-05,nyicil paket 2r full,Belanja,35535.0
2023-09-20,bpjs kesehatan,Kesehatan,266000.0
2023-01-08,kas kelas,Lain-lain,459000.0
2019-12-01,pesen rice box,Konsumsi,17000.0
2024-07-26,nyicil (1 pack)buku tulis/buku sinar,Belanja,46000.0
2024-03-09,beli jas hujan setelan jaket,Belanja,85000.0
2022-10-21,jajan nasi +,Konsumsi,56000.0
2023-11-19,chiken cheesy,Konsumsi,89000.0
2023-09-21,photobox,Hiburan,193000.0
2023-01-11,gofood pizza cheese regular,Konsumsi,70000.0
2023-09-18,gofood angkringan,Konsumsi,59000.0
2022-09-16,jajan milk boba,Konsumsi,126000.0
2024-10-30,nyicil infinix smart watch,Belanja,439000.0
2024-01-25,tarik tunai,Lain-lain,48000.0
2022-06-15,gofood lele goreng,Konsumsi,141000.0
2023-02-24,order benang jahit campur,Belanja,15000.0
2023-08-03,karaoke,Hiburan,262000.0
2023-10-03,iuran keamanan,Tagihan,173000.0
2020-06-29,gofood sk campur (5,Konsumsi,37000.0
2023-10-05,checkout after beaute moist,Belanja,129000.0
2023-01-16,beli jejak kelam (mean,Belanja,103200.0
2024-03-10,beli paperone kertas hvs,Belanja,55000.0
2022-02-07,beli dada,Konsumsi,95000.0
2023-02-26,raikeni kimono lurik,Belanja,169900.0
2024-04-04,langganan spotify,Hiburan,354000.0
2024-04-02,checkout tiktok shop,Belanja,894000.0
2023-03-22,checkout case hp untuk tipe,Belanja,40000.0
2024-04-11,nyicil hiasan dinding bunga abstrak,Belanja,48900.0
2023-08-11,checkout masker sensi kn95,Belanja,136000.0
2023-07-08,pajak motor,Lain-lain,346000.0
2023-01-03,cicilan motor,Tagihan,336000.0
2022-10-19,grabfood telor ceplok,Konsumsi,94000.0
2024-08-02,order [back to school] octavia,Belanja,228000.0
2021-03-06,grabfood sambal boss cumi,Konsumsi,110000.0
2024-10-07,nyicil gergaji gorok usa 18,Belanja,30500.0
2023-01-26,checkout spesial price !!,Belanja,110000.0
2023-06-14,nyicil 【3 botol lebih,Belanja,119000.0
2023-04-18,pulsa xl,Tagihan,435000.0
2024-03-11,kas kelas,Lain-lain,491000.0
2023-03-31,romano edt pocket,Belanja,10900.0
2023-11-11,grosir mainan kartu gepok,Belanja,2499.0
2024-04-21,patungan listrik kos,Tempat Tinggal,122000.0
2024-01-23,biaya rumah sakit,Kesehatan,465000.0
2023-10-15,fiorenza dompet kartu cardholder,Belanja,299000.0
2023-01-17,order celana cargo pendek lois,Belanja,803000.0
2023-07-23,bisa cod k312 kaos,Belanja,2517.0
2020-08-28,gofood kupat tahu,Konsumsi,128000.0
2023-03-07,makan ayam blenger,Konsumsi,202000.0
2023-06-25,habbatussauda,Kesehatan,67000.0
2024-04-11,tagihan kartu kredit,Tagihan,435000.0
2023-07-12,beli reven leather -,Belanja,95000.0
2024-02-10,checkout kacamata premium anak kecil,Belanja,188988.0
2023-03-17,jajan buy 1,Konsumsi,54000.0
2022-04-08,pesen nasi telor,Konsumsi,24000.0
2023-07-08,denda telat bayar,Lain-lain,249000.0
2023-10-29,kap lampu mr16,Belanja,465000.0
2023-02-14,kotak amal,Lain-lain,208000.0
2023-03-18,beli kaca spion 5,Belanja,127000.0
2023-01-31,order teesyaf - an1-14 vest,Belanja,64000.0
2024-01-17,cicilan paylater,Tagihan,554000.0
2023-03-21,beli tws gaming headset,Belanja,45900.0
2023-01-02,bli lampu led,Belanja,898000.0
2022-12-27,sate ayam,Konsumsi,131000.0
2024-06-16,baju kimono lingerie setelan,Belanja,28500.0
2023-07-01,order buah bit segar 500,Belanja,10000.0
2023-08-27,iuran sampah,Tagihan,681000.0
2021-09-06,pesen telur rebus,Konsumsi,33000.0
2023-03-29,tagihan kartu kredit,Tagihan,379000.0
2023-03-17,bli raket,Kesehatan,214000.0
2024-07-17,arf topi towel polo,Belanja,35000.0
2024-02-12,nyicil lanyard gantungan id card,Belanja,18000.0
2023-12-21,checkout pupuk agro lestari penyubur,Belanja,55000.0
2024-04-17,ritzglam hyalusqua glow,Belanja,98900.0
2024-07-10,beli sarung batik pria atlas,Belanja,89900.0
2023-01-08,mie ayam kuah,Konsumsi,20000.0
2024-03-29,nyicil tula laptop sleeve,Belanja,64000.0
2023-09-18,beli ice lemon tea,Konsumsi,127000.0
2024-08-05,kaos oversize,Belanja,290000.0
2023-11-22,tambal ban,Transportasi,126000.0
2023-07-24,tidy tribe rak,Belanja,224796.0
2024-07-07,toples tabung cylinder,Belanja,3530.0
2023-07-15,jajan es teler,Konsumsi,163000.0
2023-10-08,nyicil gelas,Belanja,643000.0
2023-10-29,pesen tokubetsu 2,Konsumsi,60000.0
2023-03-20,beli kobis goreng tepung,Konsumsi,103000.0
2024-08-12,beli kipas showcase polytron original,Belanja,106250.0
2024-04-05,iuran rt,Tagihan,923000.0
2021-11-14,gofood bubur ayam rempelo,Konsumsi,66000.0
2023-02-04,nyicil custom tumbler niagara 500ml,Belanja,100000.0
2022-09-12,gofood paha atas,Konsumsi,124000.0
2023-11-01,pesen makaroni basah kemasan,Konsumsi,53000.0
2023-04-29,batagor,Konsumsi,208000.0
2023-05-14,beli boci bandung -,Konsumsi,61000.0
2023-12-03,checkout wardah exclusive matte,Belanja,68500.0
2024-03-13,cek darah,Kesehatan,479000.0
2023-08-13,order make over intense matte,Belanja,130000.0
2024-01-13,order kelaya shampoo non,Belanja,95000.0
2023-10-29,nyicil pewangi pakaian,Belanja,926000.0
2024-05-31,jaket ojol bolak balik,Belanja,130000.0
2022-09-10,gofood paket geprek,Konsumsi,110000.0
2023-09-25,beli paket hemat rame,Konsumsi,45000.0
2024-05-02,beli kerak telor,Konsumsi,143000.0
2024-01-13,beli kabel lan utp,Belanja,22460.0
2023-07-08,nyicil tas laptop dell,Belanja,55000.0
2023-01-30,belanja di transmart,Belanja,822000.0
2024-01-05,main bowling,Hiburan,125000.0
2024-03-18,checkout aprilia sandal selop,Belanja,57000.0
2023-10-18,checkout elite royal pillow,Belanja,199900.0
2024-02-29,checkout terlaris anting ring lingkaran,Belanja,16335.0
2023-06-24,beli sunxin-8pcs piring plastik,Belanja,49500.0
2024-08-09,beli kemeja formal pria alisan,Belanja,144900.0
2024-08-06,beli telur ayam negeri pilihan,Belanja,442000.0
2023-02-15,gofood rice chick reguler,Konsumsi,89000.0
2023-04-30,checkout philips hd1172 philips setrika,Belanja,341000.0
2024-08-11,checkout kai gunting kuku,Belanja,138000.0
2024-05-30,beli jordan and judy makeup,Belanja,382500.0
2023-12-24,uang kos,Tempat Tinggal,189000.0
2023-08-23,konsul alodokter,Kesehatan,318000.0
2023-11-28,nongkrong di d'cost,Konsumsi,121000.0
2023-05-15,byr bpjs,Tagihan,703000.0
2023-12-12,tambal ban,Transportasi,211000.0
2024-01-21,order paper lunch box,Belanja,39500.0
2024-10-15,order jaket driver ojol grb,Belanja,100000.0
2021-11-27,jajan geprek 3,Konsumsi,88000.0
2022-01-25,gofood nasi ati ampela,Konsumsi,63000.0
2024-01-03,checkout bintang jersey real madrid,Belanja,81880.0
2022-04-19,grabfood chicken ricebox,Konsumsi,121000.0
2023-09-12,order wallpaper sticker bunga shabby,Belanja,28512.0
2023-07-22,wardah lightening liquid,Belanja,55000.0
2021-11-27,jajan 5 kings chicken,Konsumsi,106000.0
2024-01-12,weldom kunci pintu swing,Belanja,34000.0
2020-01-25,grabfood sapo tahu jepang,Konsumsi,48000.0
2024-10-11,beli notale - vacuum cleaner,Belanja,675000.0
2023-02-05,antangin,Kesehatan,390000.0
2023-12-12,deposit kos,Tempat Tinggal,741000.0
2023-09-13,wimpy clay craft,Belanja,149000.0
2023-10-30,checkout basreng pedas 1,Belanja,39500.0
2023-11-22,nyicil liquid vape vapor oat,Belanja,150000.0
2024-12-24,vtec v-tec pottery sculpting,Belanja,41500.0
2023-05-01,tagihan kartu kredit,Tagihan,876000.0
2022-05-20,beli seblak spesial,Konsumsi,32000.0
2023-09-29,pulsa telkomsel,Tagihan,120000.0
2023-08-17,kalung naura elegan,Belanja,399000.0
2024-03-06,paket kosmetik wanita /,Belanja,460000.0
2023-03-26,member gym,Kesehatan,406000.0
2021-10-07,grabfood seven seas,Konsumsi,49000.0
2023-05-10,kabel charger,Belanja,135000.0
2024-01-23,"beli sale 3,6,12pcs celana dalam",Belanja,40249.0
2023-04-24,ongkir anteraja,Lain-lain,11000.0
2023-11-05,beli paket ayam geprek,Konsumsi,104000.0
2024-01-20,simplus hair dryer pengering,Belanja,150000.0
2023-08-27,indodax,Investasi,915000.0
2023-09-25,point coffee,Konsumsi,81000.0
2024-09-12,order make over powerstay,Belanja,149000.0
2023-09-02,kaos oversize cottonology airlogy,Belanja,300000.0
2023-02-26,nyicil minitutu cangkir air anak-anak,Belanja,125000.0
2023-11-10,order pashmina viscose rayon -,Belanja,69990.0
2024-02-09,nyicil masker wajah australia skin,Belanja,253000.0
2024-09-29,checkout sip lanyard gantungan kunci,Belanja,40000.0
2022-04-01,jajan paket crispy,Konsumsi,128000.0
2020-03-13,pesen coffee latte,Konsumsi,94000.0
2023-05-03,ongkir j&t,Lain-lain,137000.0
2023-05-19,print tugas,Lain-lain,103000.0
2024-04-13,order kepala sabuk buckle belt,Belanja,69800.0
2023-03-10,beli gamepad pc gaming,Belanja,225000.0
2023-01-02,jajan baba hemat,Konsumsi,44000.0
2021-08-29,grabfood nasi kuning sambal,Konsumsi,144000.0
2023-02-11,pesen hemat a,Konsumsi,75000.0
2022-12-01,beli curry rice,Konsumsi,130000.0
2022-10-16,gofood cah jamur,Konsumsi,79000.0
2023-01-28,iuran keamanan,Tagihan,472000.0
2023-08-23,tokocrypto,Investasi,930000.0
2023-01-29,checkout sepatu sandal high,Belanja,56998.0
2024-02-15,tiket mrt,Transportasi,42000.0
2022-01-01,mendoan ngapakzzz,Konsumsi,47000.0
2022-06-03,jajan ayam rica -,Konsumsi,100000.0
2024-01-29,ethereum,Investasi,747000.0
2023-07-26,belanja di blibli,Belanja,304000.0
2024-09-02,springhouse ugly and,Belanja,68000.0
2024-01-09,checkout promo jam dinding kaca,Belanja,55500.0
2021-08-10,pesen bubur kacang ijo,Konsumsi,105000.0
2022-06-28,jajan nasi telur +,Konsumsi,64000.0
2023-08-22,ongkir grabexpress,Lain-lain,55000.0
2021-08-16,gofood nasi + nila,Konsumsi,38000.0
2023-02-16,caynilv - caveyn,Belanja,157484.0
2023-12-18,langganan icloud,Tagihan,700000.0
2024-12-06,checkout anggur red globe,Belanja,49500.0
2023-11-21,checkout tiktok shop,Belanja,308000.0
2024-10-27,"order granola (makanan halal, healthy",Belanja,18900.0
2023-06-08,iuran sampah,Tagihan,534000.0
2023-06-16,order beeme honey sunscreen,Belanja,113050.0
2024-09-21,checkout beras 5kg merk,Belanja,226000.0
2024-03-20,konser musik,Hiburan,215000.0
2024-06-19,beli hijab segi empat,Belanja,14999.0
2023-06-23,jajan paket ayam geprek,Konsumsi,69000.0
2024-01-26,puma kaos klasik pria,Belanja,249500.0
2024-01-24,nyicil charger mobil / 4,Belanja,129000.0
2022-09-02,beli mie iblis lv,Konsumsi,89000.0
2023-11-01,pulsa telkomsel,Tagihan,452000.0
2023-05-16,order k natural white brightening,Belanja,22250.0
2023-03-20,order deli gaming chair,Belanja,996000.0
2024-04-28,konser musik,Hiburan,330000.0
2020-01-02,beli beef lasagna,Konsumsi,111000.0
2024-01-13,google one,Tagihan,833000.0
2024-01-21,tol cipularang,Transportasi,53000.0
2023-04-14,jajan mie gacoan,Konsumsi,116000.0
2023-02-22,langganan chatgpt,Hiburan,68000.0
2022-08-21,gofood burger bangor,Konsumsi,63000.0
2023-10-12,checkout list keramik vintage dinding,Belanja,18000.0
2024-08-10,checkout zigzag gienka - sling,Belanja,149000.0
2023-10-24,pesen ayam bakar kremes,Konsumsi,105000.0
2023-06-18,paprika powder / paprika,Belanja,16500.0
2023-09-14,beli siomay,Konsumsi,38000.0
2024-03-08,nyicil gantungan baju dewasa stainless,Belanja,43800.0
2023-04-24,mix snack sepi,Konsumsi,119000.0
2023-09-09,iuran rt,Tagihan,787000.0
2020-11-17,pesen ayam bakar,Konsumsi,146000.0
2024-04-15,ongkir j&t,Lain-lain,214000.0
2023-05-10,topup gopay,Lain-lain,109000.0
2024-01-19,patungan,Lain-lain,132000.0
2023-04-07,nyicil pashmina shimmer premium/pasmina katun,Belanja,17250.0
2023-02-28,nyicil logitech g435 lightspeed wireless,Belanja,1010000.0
2023-02-27,beli sepatu lari,Kesehatan,331000.0
2024-09-24,beli promo baby shark,Belanja,85000.0
2023-09-04,vitamin c,Kesehatan,21000.0
2023-10-30,beli special yamie panda,Konsumsi,111000.0
2020-01-08,gofood sop ayam,Konsumsi,97000.0
2024-11-16,checkout celemek / apron freckles,Belanja,56000.0
2023-01-19,tagihan pdam,Tagihan,600000.0
2023-02-13,skeling gigi,Kesehatan,235000.0
2021-04-26,beli cream soup,Konsumsi,51000.0
2023-05-01,beli hasier heavyweight classic core,Belanja,98532.0
2022-11-10,jajan lumpia udang,Konsumsi,28000.0
2024-01-14,nyicil jilbab segiempat polos,Belanja,38000.0
2019-09-29,grabfood 2 sego garwo,Konsumsi,115000.0
2023-09-30,tiket lrt,Transportasi,250000.0
2022-03-27,gofood nasi balap jumbo,Konsumsi,119000.0
2023-01-31,photobox,Hiburan,190000.0
2021-08-07,gofood ayam cah kangkung,Konsumsi,65000.0
2024-06-21,kembang api petasan korek,Belanja,38000.0
2023-05-09,checkout jas hujan ponco,Belanja,125000.0
2023-05-28,checkout farnell - envelope,Belanja,118800.0
2023-03-26,servis motor,Transportasi,104000.0
2023-10-05,kondangan,Lain-lain,255000.0
2024-08-24,checkout kacamata k ion nano,Belanja,789880.0
2023-06-08,beli gagang gergaji besi,Belanja,14250.0
2023-01-04,buku tulis mm,Belanja,31500.0
2024-11-03,order handuk mandi katun 70cmx140cm,Belanja,28500.0
2024-10-08,order vegeplant vp69 -,Belanja,89000.0
2022-06-12,beli hazelnut mocha,Konsumsi,119000.0
2024-03-25,voucher game,Hiburan,424000.0
2023-11-22,belanja di tokopedia,Belanja,46000.0
2021-08-01,gofood kwetiaw goreng,Konsumsi,117000.0
2023-06-27,beli sandisk ultra fit usb,Belanja,232000.0
2022-05-13,grabfood sakura spring beef,Konsumsi,52000.0
2024-02-16,sedekah,Lain-lain,342000.0
2023-10-15,checkout tokopedia,Belanja,153000.0
2024-11-24,momami sweet hair,Belanja,63900.0
2023-07-03,rawat inap,Kesehatan,352000.0
2023-07-09,grabfood nasi jinggo,Konsumsi,131000.0
2023-12-18,order wallpaper dinding 53cmx10m,Belanja,68800.0
2024-02-27,makan gacoan,Konsumsi,147000.0
2024-05-06,order ikea enhet cermin kaca,Belanja,500000.0
2023-06-27,buku sakti social,Belanja,60400.0
2023-09-27,checkout kacamata baca full lensa,Belanja,18900.0
2022-10-28,grabfood white - large,Konsumsi,46000.0
2022-12-26,spicy korean,Konsumsi,44000.0
2023-12-21,order jemuran baju 12,Belanja,30880.0
2024-03-21,checkout biiu kaos manset turtleneck,Belanja,79200.0
2023-02-08,tol cipularang,Transportasi,187000.0
2023-03-23,iuran rt,Tagihan,187000.0
2024-08-19,checkout fan case rgb nyk,Belanja,27800.0
2023-06-28,gaming keyboard k940,Belanja,278900.0
2024-09-27,alp02 lampu stand sudut,Belanja,295249.0
2023-10-30,main bowling,Hiburan,462000.0
2023-06-27,nyicil gantungan kunci snack motor,Belanja,5000.0
2023-11-09,gofood paket c,Konsumsi,76000.0
2023-07-19,salad buah big,Konsumsi,144000.0
2022-07-16,grabfood combo hemat 4,Konsumsi,87000.0
2023-07-02,sleepmax bantal tidur sultan,Belanja,79999.0
2022-03-07,gofood ayam fillet asam,Konsumsi,46000.0
2022-08-03,gofood boss cumi,Konsumsi,126000.0
2023-03-12,nyicil kursi lipat dhaulagiri,Belanja,559000.0
2022-11-15,gofood nasi ayam,Konsumsi,132000.0
2024-12-19,geoff max official -,Belanja,104000.0
2024-12-08,face cream scarlet whitening,Belanja,63800.0
2023-09-14,beli [ terlaris ] ugreen,Belanja,215000.0
2023-11-09,sewa kontrakan,Tempat Tinggal,114000.0
2023-03-30,terang bulan,Konsumsi,113000.0
2023-03-14,ntl/blablabla black cap,Belanja,143200.0
2023-07-24,tagihan pdam,Tagihan,808000.0
2024-01-25,checkout gantungan kunci akrilik custom,Belanja,7000.0
2023-11-25,voucher game,Hiburan,60000.0
2023-09-04,tiket krl,Transportasi,109000.0
2023-08-22,nyicil karpet lantai minimalis modern,Belanja,551000.0
2024-03-12,order tali lanyar motif,Belanja,19000.0
2021-12-24,jajan nasi ayam,Konsumsi,109000.0
2023-06-20,donasi kitabisa,Lain-lain,138000.0
2024-08-18,checkout dompet gantungan kunci mobil,Belanja,40000.0
2023-07-30,beli smatt liten cup,Belanja,135000.0
2023-06-15,nyicil gergaji tangan 3,Belanja,52500.0
2023-07-01,nyicil panci,Belanja,63000.0
2024-06-15,checkout terbaru parcel buah paket,Belanja,448000.0
2023-12-18,denda telat byr,Lain-lain,162000.0
2023-12-01,king oyster mushroom,Belanja,23300.0
2023-01-18,beli kapur barus,Belanja,322000.0
2021-06-13,jajan rames ayam,Konsumsi,126000.0
2024-12-09,order korek api zippo,Belanja,100000.0
2023-06-03,checkout tiktok shop,Belanja,447000.0
2024-01-19,beli buku doa-doa cinta dan,Belanja,26500.0
2023-02-14,isi e-money,Transportasi,226000.0
2023-10-18,nyicil dompet amt02 panjang,Belanja,19110.0
2021-01-01,ayam goreng,Konsumsi,41000.0
2021-01-08,grabfood sundubu jjigae,Konsumsi,115000.0
2022-01-18,grabfood paket 3,Konsumsi,126000.0
2023-02-14,grabfood yoshinoya,Konsumsi,147000.0
2022-04-17,paket ayam spicy,Konsumsi,78000.0
2023-07-23,starlight jam dinding,Belanja,30060.0
2023-09-15,jajan es cendol,Konsumsi,79000.0
2020-01-29,gofood pas 14 ayam,Konsumsi,135000.0
2021-05-28,beli rujak cingur,Konsumsi,73000.0
2023-01-13,main bowling,Hiburan,266000.0
2021-01-02,grabfood nasi paha,Konsumsi,122000.0
2023-02-13,pajak motor,Lain-lain,399000.0
2024-02-24,parkir bandara,Transportasi,196000.0
2024-11-16,beli benang rajut katun susu,Belanja,5600.0
2024-05-02,nonton bioskop,Hiburan,374000.0
2023-07-13,jajan banana choco n,Konsumsi,137000.0
2023-11-13,topup flazz,Transportasi,201000.0
2024-05-11,shopeefood soto kudus,Konsumsi,87000.0
2023-04-28,order tripod camera takara,Belanja,105000.0
2023-05-28,nyicil corn strach 25kg,Belanja,512000.0
2023-08-28,beli shinsday gantungan kunci,Belanja,17800.0
2023-11-17,pesen nasi putih,Konsumsi,75000.0
2024-12-29,nyicil wispie girl boss,Belanja,150839.0
2024-06-18,order case for samsung,Belanja,649000.0
2023-01-22,cicilan motor,Tagihan,674000.0
2024-05-02,paket amenities pepsodent3 (,Belanja,55600.0
2024-12-06,order olevs jam tangan,Belanja,218999.0
2024-11-07,nyicil suzi glow cream moisturizer,Belanja,27000.0
2024-06-14,nyicil raven threshold plate,Belanja,482040.0
2023-07-22,kabel lan utp cat,Belanja,3000.0
2023-10-25,biaya rumah sakit,Kesehatan,111000.0
2023-11-04,beli nasi katsu,Konsumsi,86000.0
2023-03-09,checkout troveast urban jacket outdoor,Belanja,275000.0
2023-06-03,checkout scvcn kapvoe kacamata bersepeda,Belanja,56458.0
2023-10-19,nasi liwet ayam,Konsumsi,18000.0
2023-05-08,coconut milk,Konsumsi,117000.0
2023-10-19,checkout alfamart,Belanja,1017000.0
2023-04-19,sumbangan pengamen,Lain-lain,99000.0
2024-07-04,kantong plastik kresek,Belanja,5500.0
2023-05-20,keset handuk /,Belanja,16750.0
2024-04-22,byr wifi myrepublic,Tagihan,180000.0
2023-07-08,belanja di shopee,Belanja,405000.0
2023-07-17,patungan,Lain-lain,357000.0
2023-11-10,pesen soto ayam kampung,Konsumsi,91000.0
2023-06-27,tarik tunai,Lain-lain,182000.0
2023-01-12,nonton bioskop,Hiburan,185000.0
2023-11-05,laundry kiloan,Tempat Tinggal,112000.0
2024-02-09,order helm greabbike jp13,Belanja,145000.0
2023-09-28,jajan mie gacoan lv,Konsumsi,28000.0
2023-01-13,goride ke tempat les,Transportasi,49000.0
2023-11-25,tiket krl,Transportasi,217000.0
2023-06-28,topup gopay,Lain-lain,130000.0
2023-04-29,order wardah twinpack uv,Belanja,179820.0
2023-02-21,nyicil pamole tas tote,Belanja,89000.0
